year,section,characteristic,income_group,estimate_raw,estimate,flag
2015,Number of stoppages that lasted 6 hours or more:,1,"$50,000 to $59,999",154,154.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"$60,000 to $79,999",236,236.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"$80,000 to $99,999",175,175.0,ok
2015,Number of stoppages that lasted 6 hours or more:,1,"Less than $10,000",220,220.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"$10,000 to $19,999",94,94.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"$100,000 to $119,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,2,"$120,000 or more",63,63.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"$20,000 to $29,999",83,83.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"$30,000 to $39,999",77,77.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"$40,000 to $49,999",54,54.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"$50,000 to $59,999",45,45.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"$60,000 to $79,999",38,38.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"$80,000 to $99,999",34,34.0,ok
2015,Number of stoppages that lasted 6 hours or more:,2,"Less than $10,000",59,59.0,ok
2015,Number of stoppages that lasted 6 hours or more:,3,"$10,000 to $19,999",20,20.0,ok
2015,Number of stoppages that lasted 6 hours or more:,3,"$100,000 to $119,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,3,"$120,000 or more",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,3,"$20,000 to $29,999",47,47.0,ok
2015,Number of stoppages that lasted 6 hours or more:,3,"$30,000 to $39,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,3,"$40,000 to $49,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,3,"$50,000 to $59,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,3,"$60,000 to $79,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,3,"$80,000 to $99,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,3,"Less than $10,000",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$10,000 to $19,999",65,65.0,ok
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$100,000 to $119,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$120,000 or more",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$20,000 to $29,999",64,64.0,ok
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$30,000 to $39,999",35,35.0,ok
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$40,000 to $49,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$50,000 to $59,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$60,000 to $79,999",37,37.0,ok
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"$80,000 to $99,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,4 or more,"Less than $10,000",72,72.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$10,000 to $19,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$100,000 to $119,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$120,000 or more",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$20,000 to $29,999",.,,blank_or_na
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$30,000 to $39,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$40,000 to $49,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$50,000 to $59,999",.,,blank_or_na
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$60,000 to $79,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"$80,000 to $99,999",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,Number of stoppages not reported,"Less than $10,000",S,,suppressed
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$10,000 to $19,999",94,94.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$100,000 to $119,999",86,86.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$120,000 or more",142,142.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$20,000 to $29,999",83,83.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$30,000 to $39,999",101,101.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$40,000 to $49,999",99,99.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$50,000 to $59,999",88,88.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$60,000 to $79,999",133,133.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"$80,000 to $99,999",92,92.0,ok
2015,Number of stoppages that lasted 6 hours or more:,Stoppage not reported,"Less than $10,000",169,169.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$10,000 to $19,999",451,451.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$100,000 to $119,999",124,124.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$120,000 or more",244,244.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$20,000 to $29,999",379,379.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$30,000 to $39,999",293,293.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$40,000 to $49,999",271,271.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$50,000 to $59,999",180,180.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$60,000 to $79,999",313,313.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"$80,000 to $99,999",218,218.0,ok
2015,Selected Deficiencies,Broken plaster or peeling paint (interior),"Less than $10,000",418,418.0,ok
2015,Selected Deficiencies,Exposed wiring,"$10,000 to $19,999",416,416.0,ok
2015,Selected Deficiencies,Exposed wiring,"$100,000 to $119,999",208,208.0,ok
2015,Selected Deficiencies,Exposed wiring,"$120,000 or more",397,397.0,ok
2015,Selected Deficiencies,Exposed wiring,"$20,000 to $29,999",411,411.0,ok
2015,Selected Deficiencies,Exposed wiring,"$30,000 to $39,999",321,321.0,ok
2015,Selected Deficiencies,Exposed wiring,"$40,000 to $49,999",252,252.0,ok
2015,Selected Deficiencies,Exposed wiring,"$50,000 to $59,999",257,257.0,ok
2015,Selected Deficiencies,Exposed wiring,"$60,000 to $79,999",366,366.0,ok
2015,Selected Deficiencies,Exposed wiring,"$80,000 to $99,999",224,224.0,ok
2015,Selected Deficiencies,Exposed wiring,"Less than $10,000",524,524.0,ok
2015,Selected Deficiencies,Holes in floors,"$10,000 to $19,999",312,312.0,ok
2015,Selected Deficiencies,Holes in floors,"$100,000 to $119,999",54,54.0,ok
2015,Selected Deficiencies,Holes in floors,"$120,000 or more",96,96.0,ok
2015,Selected Deficiencies,Holes in floors,"$20,000 to $29,999",288,288.0,ok
2015,Selected Deficiencies,Holes in floors,"$30,000 to $39,999",204,204.0,ok
2015,Selected Deficiencies,Holes in floors,"$40,000 to $49,999",139,139.0,ok
2015,Selected Deficiencies,Holes in floors,"$50,000 to $59,999",108,108.0,ok
2015,Selected Deficiencies,Holes in floors,"$60,000 to $79,999",96,96.0,ok
2015,Selected Deficiencies,Holes in floors,"$80,000 to $99,999",94,94.0,ok
2015,Selected Deficiencies,Holes in floors,"Less than $10,000",324,324.0,ok
2015,Selected Deficiencies,No electrical wiring,"$10,000 to $19,999",16,16.0,ok
2015,Selected Deficiencies,No electrical wiring,"$100,000 to $119,999",S,,suppressed
2015,Selected Deficiencies,No electrical wiring,"$120,000 or more",S,,suppressed
2015,Selected Deficiencies,No electrical wiring,"$20,000 to $29,999",S,,suppressed
2015,Selected Deficiencies,No electrical wiring,"$30,000 to $39,999",S,,suppressed
2015,Selected Deficiencies,No electrical wiring,"$40,000 to $49,999",S,,suppressed
2015,Selected Deficiencies,No electrical wiring,"$50,000 to $59,999",S,,suppressed
2015,Selected Deficiencies,No electrical wiring,"$60,000 to $79,999",S,,suppressed
2015,Selected Deficiencies,No electrical wiring,"$80,000 to $99,999",S,,suppressed
2015,Selected Deficiencies,No electrical wiring,"Less than $10,000",36,36.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$10,000 to $19,999","1,026",1026.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$100,000 to $119,999",405,405.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$120,000 or more",744,744.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$20,000 to $29,999",912,912.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$30,000 to $39,999",796,796.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$40,000 to $49,999",706,706.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$50,000 to $59,999",509,509.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$60,000 to $79,999",825,825.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"$80,000 to $99,999",528,528.0,ok
2015,Selected Deficiencies,Open cracks or holes (interior),"Less than $10,000",943,943.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$10,000 to $19,999",380,380.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$100,000 to $119,999",100,100.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$120,000 or more",302,302.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$20,000 to $29,999",362,362.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$30,000 to $39,999",317,317.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$40,000 to $49,999",218,218.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$50,000 to $59,999",216,216.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$60,000 to $79,999",304,304.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"$80,000 to $99,999",140,140.0,ok
2015,Selected Deficiencies,Rooms without electric outlets,"Less than $10,000",401,401.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$10,000 to $19,999","1,903",1903.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$100,000 to $119,999",660,660.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$120,000 or more","1,461",1461.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$20,000 to $29,999","1,690",1690.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$30,000 to $39,999","1,616",1616.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$40,000 to $49,999","1,307",1307.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$50,000 to $59,999",970,970.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$60,000 to $79,999","1,553",1553.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"$80,000 to $99,999",990,990.0,ok
2015,Selected Deficiencies,Signs of cockroaches in last 12 months,"Less than $10,000","1,860",1860.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$10,000 to $19,999","1,485",1485.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$100,000 to $119,999",818,818.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$120,000 or more","1,975",1975.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$20,000 to $29,999","1,408",1408.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$30,000 to $39,999","1,337",1337.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$40,000 to $49,999","1,245",1245.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$50,000 to $59,999",930,930.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$60,000 to $79,999","1,627",1627.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"$80,000 to $99,999","1,138",1138.0,ok
2015,Selected Deficiencies,Signs of mice or rats inside home in last 12 months,"Less than $10,000","1,294",1294.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$10,000 to $19,999","9,747",9747.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$100,000 to $119,999","6,216",6216.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$120,000 or more","14,700",14700.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$20,000 to $29,999","9,835",9835.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$30,000 to $39,999","9,025",9025.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$40,000 to $49,999","7,936",7936.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$50,000 to $59,999","6,920",6920.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$60,000 to $79,999","11,324",11324.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"$80,000 to $99,999","8,162",8162.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns in last 3 months,"Less than $10,000","8,815",8815.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",39,39.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",S,,suppressed
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$120,000 or more",S,,suppressed
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",S,,suppressed
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",S,,suppressed
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",S,,suppressed
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",22,22.0,ok
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed
2015,Sewage Disposal Breakdowns,No breakdowns lasting 6 hours or more,"Less than $10,000",29,29.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$10,000 to $19,999",220,220.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$100,000 to $119,999",84,84.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$120,000 or more",150,150.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$20,000 to $29,999",150,150.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$30,000 to $39,999",126,126.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$40,000 to $49,999",121,121.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$50,000 to $59,999",85,85.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$60,000 to $79,999",160,160.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"$80,000 to $99,999",65,65.0,ok
2015,Sewage Disposal Breakdowns,With breakdown(s) in last 3 months,"Less than $10,000",220,220.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$10,000 to $19,999","9,967",9967.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$100,000 to $119,999","6,301",6301.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$120,000 or more","14,850",14850.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$20,000 to $29,999","9,985",9985.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$30,000 to $39,999","9,151",9151.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$40,000 to $49,999","8,057",8057.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$50,000 to $59,999","7,005",7005.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$60,000 to $79,999","11,484",11484.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"$80,000 to $99,999","8,228",8228.0,ok
2015,Sewage Disposal Breakdowns,With public sewer,"Less than $10,000","9,035",9035.0,ok
2015,Water Leakage During Last 12 Months,Basement,"$10,000 to $19,999",186,186.0,ok
2015,Water Leakage During Last 12 Months,Basement,"$100,000 to $119,999",200,200.0,ok
2015,Water Leakage During Last 12 Months,Basement,"$120,000 or more",488,488.0,ok
2015,Water Leakage During Last 12 Months,Basement,"$20,000 to $29,999",203,203.0,ok
2015,Water Leakage During Last 12 Months,Basement,"$30,000 to $39,999",214,214.0,ok
2015,Water Leakage During Last 12 Months,Basement,"$40,000 to $49,999",188,188.0,ok
2015,Water Leakage During Last 12 Months,Basement,"$50,000 to $59,999",226,226.0,ok
