year,section,characteristic,income_group,estimate_raw,estimate,flag,estimate_log
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$100,000 to $119,999",128,128.0,ok,4.859812404361672
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$120,000 or more",267,267.0,ok,5.5909869805108565
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$20,000 to $29,999",329,329.0,ok,5.799092654460526
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$30,000 to $39,999",235,235.0,ok,5.4638318050256105
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$40,000 to $49,999",238,238.0,ok,5.476463551931511
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$50,000 to $59,999",170,170.0,ok,5.14166355650266
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$60,000 to $79,999",302,302.0,ok,5.713732805509369
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$80,000 to $99,999",183,183.0,ok,5.214935757608986
2013,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"Less than $10,000",389,389.0,ok,5.966146739123692
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$10,000 to $19,999",142,142.0,ok,4.962844630259907
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$100,000 to $119,999",24,24.0,ok,3.2188758248682006
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$120,000 or more",47,47.0,ok,3.8712010109078907
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$20,000 to $29,999",143,143.0,ok,4.969813299576001
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$30,000 to $39,999",96,96.0,ok,4.574710978503383
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$40,000 to $49,999",72,72.0,ok,4.290459441148391
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$50,000 to $59,999",53,53.0,ok,3.9889840465642745
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$60,000 to $79,999",50,50.0,ok,3.9318256327243257
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$80,000 to $99,999",55,55.0,ok,4.02535169073515
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"Less than $10,000",169,169.0,ok,5.135798437050262
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$10,000 to $19,999",111,111.0,ok,4.718498871295094
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$100,000 to $119,999",27,27.0,ok,3.332204510175204
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$120,000 or more",22,22.0,ok,3.1354942159291497
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$20,000 to $29,999",141,141.0,ok,4.955827057601261
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$30,000 to $39,999",117,117.0,ok,4.770684624465665
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$40,000 to $49,999",62,62.0,ok,4.143134726391533
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$50,000 to $59,999",46,46.0,ok,3.8501476017100584
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$60,000 to $79,999",68,68.0,ok,4.23410650459726
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$80,000 to $99,999",46,46.0,ok,3.8501476017100584
2013,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"Less than $10,000",177,177.0,ok,5.181783550292085
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$10,000 to $19,999","2,037",2037.0,ok,7.61972421378267
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$100,000 to $119,999","1,432",1432.0,ok,7.267525427828172
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$120,000 or more","3,175",3175.0,ok,8.063377822367027
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$20,000 to $29,999","2,533",2533.0,ok,7.837554360881084
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$30,000 to $39,999","2,245",2245.0,ok,7.716906135298388
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$40,000 to $49,999","1,875",1875.0,ok,7.53689712956617
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$50,000 to $59,999","1,710",1710.0,ok,7.444833273892193
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$60,000 to $79,999","2,594",2594.0,ok,7.861341795599989
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$80,000 to $99,999","2,145",2145.0,ok,7.671360923190644
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"Less than $10,000","1,482",1482.0,ok,7.301822342137932
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",5,5.0,ok,1.791759469228055
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$120,000 or more",15,15.0,ok,2.772588722239781
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",10,10.0,ok,2.3978952727983707
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",7,7.0,ok,2.0794415416798357
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",8,8.0,ok,2.1972245773362196
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"Less than $10,000",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$10,000 to $19,999",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$100,000 to $119,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$120,000 or more",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$20,000 to $29,999",3,3.0,ok,1.3862943611198906
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$30,000 to $39,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$40,000 to $49,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$50,000 to $59,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$60,000 to $79,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"$80,000 to $99,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Not reported,"Less than $10,000",Z,0.0,zero_round,0.0
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$10,000 to $19,999",Z,0.0,zero_round,0.0
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$100,000 to $119,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$120,000 or more",1,1.0,ok,0.6931471805599453
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$20,000 to $29,999",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$30,000 to $39,999",3,3.0,ok,1.3862943611198906
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$40,000 to $49,999",7,7.0,ok,2.0794415416798357
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$50,000 to $59,999",5,5.0,ok,1.791759469228055
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$60,000 to $79,999",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$80,000 to $99,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"Less than $10,000",5,5.0,ok,1.791759469228055
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$10,000 to $19,999",195,195.0,ok,5.278114659230518
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$100,000 to $119,999",89,89.0,ok,4.499809670330265
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$120,000 or more",208,208.0,ok,5.342334251964811
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$20,000 to $29,999",204,204.0,ok,5.3230099791384085
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$30,000 to $39,999",141,141.0,ok,4.955827057601261
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$40,000 to $49,999",110,110.0,ok,4.709530201312334
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$50,000 to $59,999",95,95.0,ok,4.564348191467836
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$60,000 to $79,999",176,176.0,ok,5.176149732573829
2013,Number of breakdowns that lasted 6 hours or more:,Other,"$80,000 to $99,999",117,117.0,ok,4.770684624465665
2013,Number of breakdowns that lasted 6 hours or more:,Other,"Less than $10,000",133,133.0,ok,4.897839799950911
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$10,000 to $19,999",656,656.0,ok,6.487684018484611
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$100,000 to $119,999",341,341.0,ok,5.834810737062605
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$120,000 or more",861,861.0,ok,6.759255270663693
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$20,000 to $29,999",748,748.0,ok,6.618738983517219
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$30,000 to $39,999",575,575.0,ok,6.3561076606958915
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$40,000 to $49,999",454,454.0,ok,6.12029741895095
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$50,000 to $59,999",374,374.0,ok,5.926926025970411
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$60,000 to $79,999",566,566.0,ok,6.340359303727752
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"$80,000 to $99,999",499,499.0,ok,6.214608098422191
2013,Number of breakdowns that lasted 6 hours or more:,Other causes,"Less than $10,000",683,683.0,ok,6.52795791762255
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$10,000 to $19,999",7,7.0,ok,2.0794415416798357
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$100,000 to $119,999",9,9.0,ok,2.302585092994046
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$120,000 or more",7,7.0,ok,2.0794415416798357
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$20,000 to $29,999",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$30,000 to $39,999",5,5.0,ok,1.791759469228055
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$40,000 to $49,999",3,3.0,ok,1.3862943611198906
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$50,000 to $59,999",.,,blank_or_na,
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$60,000 to $79,999",1,1.0,ok,0.6931471805599453
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$80,000 to $99,999",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"Less than $10,000",2,2.0,ok,1.0986122886681096
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$10,000 to $19,999",171,171.0,ok,5.147494476813453
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$100,000 to $119,999",178,178.0,ok,5.187385805840755
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$120,000 or more",551,551.0,ok,6.313548046277095
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$20,000 to $29,999",231,231.0,ok,5.44673737166631
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$30,000 to $39,999",187,187.0,ok,5.236441962829949
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$40,000 to $49,999",173,173.0,ok,5.159055299214529
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$50,000 to $59,999",138,138.0,ok,4.9344739331306915
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$60,000 to $79,999",223,223.0,ok,5.4116460518550396
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"$80,000 to $99,999",269,269.0,ok,5.598421958998375
2013,Number of breakdowns that lasted 6 hours or more:,Utility interruption,"Less than $10,000",164,164.0,ok,5.10594547390058
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$10,000 to $19,999",24,24.0,ok,3.2188758248682006
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$100,000 to $119,999",28,28.0,ok,3.367295829986474
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$120,000 or more",43,43.0,ok,3.784189633918261
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$20,000 to $29,999",61,61.0,ok,4.127134385045092
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$30,000 to $39,999",22,22.0,ok,3.1354942159291497
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$40,000 to $49,999",17,17.0,ok,2.8903717578961645
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$50,000 to $59,999",22,22.0,ok,3.1354942159291497
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$60,000 to $79,999",24,24.0,ok,3.2188758248682006
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"$80,000 to $99,999",22,22.0,ok,3.1354942159291497
2013,Number of breakdowns that lasted 6 hours or more:,With breakdown(s) in last 3 months,"Less than $10,000",7,7.0,ok,2.0794415416798357
2013,Number of breakdowns that lasted 6 hours or more:,With septic tank or cesspool,"$10,000 to $19,999","2,061",2061.0,ok,7.631431664576906
